id,name,gpa,race,absence_rate,risk,income,lat,lng,grade_0,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,grade_14,grade_15,grade_16,grade_17,grade_18,grade_19,grade_20,grade_21,grade_22,grade_23,grade_24,grade_25,grade_26,grade_27
700758,Andrew Wright,4.520827677535714,South Asian,43,-0.46283727857144186,202876,35.32199001145695,-111.81520763576735,4.922130532,5.218292862,5.264345278,4.823886867,5.235268217,5.670867614,4.907508381,5.539264038,4.411203807,4.521022552,5.016600062,4.363450227,3.552492042,3.476674953,4.376226183,4.757895847,4.550281354,4.471032993,4.711085364,4.624443532,4.884459218,4.34007866,4.049648018,4.029571029,4.487978015,3.899438445,3.630515946,2.847512935
700759,Nicholas Coleman,3.530964335785715,East Asian,32,21.534125871428557,150089,34.26449879913728,-109.89771501184528,4.155677366,3.919827875,3.766894455,4.353330405,3.858970391,4.268221936,4.278134146,4.328530387,3.639137177,3.501784465,4.042062709,3.245341635,3.444879023,2.964152363,3.581988263,3.457177368,3.98176189,4.249893912,2.851762558,2.672949655,3.780323057,3.22661654,2.721235063,2.681537387,3.547914961,2.322502278,3.126321948,2.898072189
700760,Erin Mueller,3.1112004824285706,Hispanic,60,30.862211501587325,121275,33.99798466774861,-111.58086023161928,3.529821418,3.261700935,3.862111123,3.419302218,3.593466416,2.713572061,3.595085935,4.064194167,3.575598865,2.932763345,3.602454464,3.617462004,3.338910215,2.65908582,2.556644387,3.045092972,2.747972777,3.124750023,3.358565045,2.770440437,2.734288724,3.094733268,2.583037971,2.785946809,3.018694824,3.300977971,1.611036826,2.615902488
700761,Carol Kerr,3.6760310529642863,East Asian,89,18.310421045238073,204966,35.288310634126205,-111.87050724893223,3.988306035,4.188673937,3.855607069,4.38980519,4.301999206,4.24024215,3.939697074,4.260496086,3.077066292,2.99974337,3.10156306,4.275372956,3.53826104,2.88438376,4.102530331,3.526142486,3.392546595,3.03776127,3.233841521,3.809245731,3.589254325,3.645894045,3.692631414,3.572566459,4.195062249,3.780329022,3.219440295,3.090406515
700762,Amber Drake,2.7904077104285716,South Asian,37,37.99093976825396,68575,33.605672925174865,-109.87345429237043,2.782014457,2.740304136,3.258378383,2.898668473,2.674175836,2.836818878,2.715495868,2.747934942,3.767939551,2.884569635,2.707961611,2.240089733,2.996416337,2.804779438,3.223468511,2.940909976,3.464990338,3.183021321,2.898649231,2.803871289,2.081859343,2.51801713,3.527355654,2.710372813,2.272105714,2.0485082,2.031819613,2.370919481
700763,Kristine Johnson,3.2536053647142857,Hispanic,16,27.69765856190476,113197,35.54177171464457,-109.83545442701147,3.557633417,3.148576996,2.98985887,3.136707744,2.835429972,2.953653567,3.29084811,3.26976205,3.367734879,3.267594928,2.818544835,3.526301284,3.963236204,3.554818152,3.779813193,3.477687117,2.766615759,2.7063972,3.514546818,4.049431362,3.02162304,3.204635769,3.383784852,3.101442285,3.291662573,3.359884542,3.314386279,2.448338415
700764,Michael Santiago,4.278886682142857,White,26,4.913629285714293,243794,36.078545479885875,-112.04377975092406,3.784042095,3.745158035,4.012917694,3.972127712,4.107332354,4.429113409,4.394638854,4.815679143,3.715704778,3.9753187,4.093131954,3.965573861,3.873591263,3.698232421,3.789001284,4.204776287,4.144170259,4.594285392,4.183008512,4.256022933,4.362649623,4.413932582,4.198217174,4.534323395,5.069036402,4.884353784,5.32903865,5.26344855
700765,Katherine Francis,3.2685502921428577,Black,68,27.36554906349204,470692,35.2464749032766,-109.73544470667731,3.894605753,3.500733735,3.842776125,3.648911535,2.937583465,3.823395708,3.700803653,3.412957373,3.592991349,3.639717976,3.331342919,2.978752513,3.551223346,3.226679491,3.291869808,3.367429087,3.046576942,2.572042372,3.115587451,2.428233625,2.641418102,2.140229057,2.246123313,3.025219394,3.939135678,3.115706022,3.807096425,3.700265963
700766,Monica Jordan,3.5785310882499997,East Asian,1,20.47708692777779,27882,36.33101773571697,-109.77662095849139,3.359992876,3.611686915,3.187737059,3.862809464,4.736353858,3.518824278,2.918347235,3.269828077,3.344715746,3.269115952,3.031123527,3.005912976,3.718455954,3.251026297,3.715013276,3.896605916,4.314509271,3.827670228,4.063158782,3.784233543,3.73495402,3.470015754,3.41086999,3.342745869,3.661933706,4.301068109,3.316382242,3.273779551
700767,Brittany Kirk,2.8579415595357145,South Asian,65,36.490187565873015,68045,34.233369084349434,-112.35980536594899,2.641690722,3.055963045,3.404759955,3.442814536,3.178756489,3.350782485,2.827623024,2.841402203,3.194936088,2.831818283,2.870271772,2.755984713,3.493366378,2.898850993,3.073530767,2.60967637,2.911263385,2.406328283,3.576547438,3.405692617,2.072703979,2.153963769,2.613420427,2.433608214,2.552946906,2.182689372,2.598411388,2.642560066
700768,Timothy Guzman,2.809296399392857,Hispanic,67,37.57119112460319,372223,35.266948482400934,-111.22600775218451,3.22132733,2.458307715,2.348878471,2.541542647,2.996754272,2.508370136,3.189990911,2.887960134,2.628868863,2.838297567,3.537648545,2.967935488,2.324365688,2.349237867,2.119837491,2.04765993,2.65534846,2.995788625,2.483353713,3.059613057,2.966543409,2.813909594,3.180533346,2.903221557,2.343147695,3.099194119,3.710351788,3.482310765
700769,Alex Castillo,2.6496915220000004,Black,86,41.11796617777777,26904,33.87312957277211,-110.79953819973846,2.530812138,2.279393758,2.62627333,2.832076597,2.608577388,2.228395072,3.054299252,2.758602178,2.084018843,1.889832981,2.448873825,1.908117574,2.568245454,2.849539982,2.847750518,2.761738447,2.702534678,2.863263396,2.70953827,2.84530073,3.000247423,2.403916418,1.993430157,2.610497307,2.926310378,2.576337777,3.872462634,3.410976111
700770,Dr. Patrick Wheeler,1.9891342545714283,Black,31,55.797016565079375,376021,35.49043191428159,-111.0010850289841,2.372832377,2.446261255,2.519880287,2.195692358,1.739616143,2.009599937,1.88491967,2.090595123,1.447010285,2.303139295,2.545601406,2.310287111,2.823099004,3.132176248,1.899731096,2.169324307,1.709628661,1.946232029,1.856314149,1.694373521,1.762588889,2.154511833,1.94240668,1.754841255,1.729046232,0.771514453,1.596260804,0.88827472
700771,Catherine Jenkins,3.726185519571428,White,33,17.195877342857145,395234,34.22266507968644,-109.49355622676117,3.923103819,3.853060314,3.616382843,4.253902116,3.404830543,3.233327863,3.810928975,3.569479174,3.117187147,3.626297272,4.048715394,3.509512247,3.457307206,3.415620124,3.568069941,3.358528288,3.523668639,3.224806847,2.954918704,3.672448851,3.375479872,3.634499706,3.957544693,3.993783962,3.79402322,4.565408346,5.405572412,4.46478603
700772,Anthony Jones,2.465011577214286,Hispanic,7,45.221964950793634,13629,35.03728220265465,-112.03062309631699,2.695301029,2.589483119,2.435067065,2.551488344,2.66137428,2.941279536,2.625576038,2.592880209,2.084670717,2.705933289,2.896831843,2.350849775,3.057052235,2.298129524,2.449246583,2.244267216,2.286751569,2.45416571,2.853971968,2.651051624,2.693079566,2.923048683,2.509751161,2.320075142,2.156844712,2.343098557,1.131334717,1.517719951
700773,Peter Young,2.1730261305,South Asian,23,51.71053043333333,129007,35.99895073925466,-109.58095454266144,1.908642816,1.942966888,2.608091967,2.350740912,1.995539141,2.32652248,2.199756244,1.440941495,1.829965415,1.226221143,2.131621928,2.136994974,1.883138494,2.129680645,1.848217829,2.06804818,1.538313727,1.787129214,2.283547168,2.015385911,2.502537599,2.58177496,2.5586573,2.577123577,2.679825026,2.650665969,2.85481915,2.787861502
700774,Matthew Sparks,2.461222130071428,East Asian,67,45.306174887301594,213339,34.93019940951983,-112.18121719883021,2.412085726,2.37206296,2.167650898,1.81897554,2.013799035,1.733141079,2.166524664,2.356708936,2.878223483,2.495015544,2.812518811,2.697330275,2.5492607,2.724236366,3.248214413,3.228246312,1.979513637,2.35279076,2.541005885,2.217568509,2.669145587,2.532774655,2.266393517,2.037326029,2.612914912,2.85921934,2.589531731,2.582040338
700775,Michael Arroyo,2.968810668035715,Hispanic,55,34.02642959920634,321651,35.95342972508497,-111.51896062243561,3.291590337,3.73157697,3.347325697,3.235417327,3.258319631,3.238570153,3.15328225,2.857198017,3.131972065,2.876645633,3.075156805,2.994160052,4.042438141,3.105447225,3.133335133,3.603823702,2.919842861,2.659779286,2.109221081,2.827135699,2.734453797,2.850708354,2.182234543,2.204417757,2.406213986,2.629738845,2.577716478,2.94897688
700776,Brian Williams,2.6240752258214286,East Asian,73,41.68721720396825,171286,33.875492951081654,-111.76074536697824,2.886930134,2.885842566,3.057925166,2.898173322,2.959238784,2.116695729,2.386269778,2.647025437,2.428503449,2.603851286,2.658326104,2.481643743,2.388465915,2.587029423,2.733021957,3.169810021,2.42298998,2.662592277,3.521375569,2.509683241,2.161769515,2.3172048,2.614840066,2.007079982,3.058418546,3.016696604,2.065991618,2.226711311
700777,Christopher Lee,2.584347968321428,East Asian,35,42.5700451484127,264921,34.521877497728916,-112.27359201774438,2.757362274,3.59107931,2.039381862,2.540090672,2.249084623,2.745067416,2.603456331,2.527372439,3.162669311,3.423463866,2.801710341,2.776817927,3.326904718,3.156423729,2.613834357,2.334975962,2.184640076,1.933761315,2.856612197,2.847341817,2.582407214,1.971393577,2.221833222,2.326482086,2.394109164,2.057943165,2.814499356,1.521024786
700778,Raymond King,2.8841079881071425,East Asian,87,35.908711375396834,121695,33.726712048501895,-109.77248609215822,2.677601009,2.117367052,2.205837827,2.406741905,2.003773977,2.440756968,2.339680286,3.12986754,2.940515359,2.901047788,2.914805442,3.026824526,3.371262721,3.814856518,3.494109715,3.918684426,3.095867233,2.890624104,2.659214093,2.532344234,2.825850528,2.488309683,2.559903759,2.73288895,4.089021699,3.30931251,3.068824487,2.799129328
700779,Elizabeth Smith,2.5752348673571426,Hispanic,46,42.77255850317461,25348,35.809309557028236,-112.4366880566742,2.39247023,2.585256902,2.924191544,2.766437153,2.998239357,2.947307717,2.603602565,2.121732089,3.362996286,2.469377055,2.525440674,3.104903267,2.395040812,2.677265001,3.003409011,2.636063593,2.787319107,2.992980548,2.414284241,1.69147051,2.978090924,2.834143229,2.614940286,2.068324394,1.805819019,1.971764145,2.275793755,2.157912872
700780,Marcus Wood,1.756134920821428,Hispanic,77,60.9747795373016,437138,33.514775845024595,-109.41303376370368,2.382116569,2.192580772,2.469873455,2.385624045,2.575098301,1.93441422,2.195853711,1.688294749,2.658233177,2.170485626,2.354416984,2.084177268,1.96447303,1.605342749,1.583306592,1.634882482,1.327917437,0.74186242,0.345289711,1.151614527,1.867465237,1.013639142,1.715863672,1.565367759,1.026666385,0.466315337,2.14230345,1.928298976
700781,Katherine Harmon,2.3446858272499997,Hispanic,80,47.89587050555556,330584,35.959850148141875,-112.11309406496504,2.642937372,2.475107631,2.371589899,2.453948622,2.002851242,1.949424179,1.859516365,2.476928093,2.108998968,1.868543079,2.006354779,2.120471475,1.881059404,1.504735564,2.115184006,1.629962818,1.676600584,2.475866451,2.672774848,1.972627153,2.911694585,2.663855385,3.629327326,3.453989156,2.952900128,2.70182113,2.857127258,2.215005663
700782,Edward Scott,2.4288517848571423,East Asian,57,46.02551589206351,386904,35.745999358673686,-111.64450880273009,1.697146787,2.00183261,1.722367095,1.8699144,2.591165067,1.813802417,2.229949399,2.230273597,2.385464245,2.53338334,2.379821241,2.074727479,2.840731928,2.981889903,2.105826143,2.369462192,2.48686139,2.45287986,2.599999369,2.578392679,2.443463288,2.882814132,2.95848793,2.874398172,2.789793562,2.830882054,2.624654785,2.657464912
700783,John Marshall,3.5264931408214286,South Asian,95,21.633485759523808,331687,35.67601413072711,-109.5650044748831,3.268050515,4.091100096,3.254421981,2.86670232,3.273824246,3.699077149,3.694917684,3.354963573,3.83362499,3.269958317,3.309236325,3.490091669,2.521136699,3.217926445,3.35225255,3.63308732,3.947062674,4.001170388,3.364092623,3.559948098,3.127407302,3.874246913,4.130958702,4.414209584,3.607102203,3.938913148,3.367317069,3.27900736
700784,Jason Howard,3.2975321716071435,South Asian,87,26.721507297619027,134004,33.90158481398018,-112.048024820411,3.676027845,3.373443858,3.561574829,3.556627423,2.125886382,1.804167701,2.492495596,2.287429171,2.758895584,2.348941905,2.712062799,2.67727235,3.044251161,3.286765964,3.000194622,3.22155363,3.367330027,3.393555933,4.319859577,4.541021357,4.291568691,4.100606025,4.596479394,3.578615857,4.145119965,3.39756277,3.482388313,3.189202076
700785,Benjamin Ramirez,1.8433781530357145,South Asian,83,59.03604104365079,279072,34.42555146085402,-111.73893672391479,1.602004014,0.868375705,1.5013341,1.408402618,1.823665679,1.258343485,1.51703641,1.651994262,1.534888631,1.643963009,2.097341566,2.027919361,2.442712212,2.694187883,2.526124925,2.393694234,1.52797066,1.370524818,1.880689844,2.197177026,2.428553577,1.916703944,1.910530769,1.776339839,1.705518945,1.364184668,2.283126406,2.261279695
700786,Ian Nguyen,2.9344341987857154,White,19,34.790351138095204,348583,36.45526392981809,-111.54546498901213,2.517544383,2.965596311,2.840506745,2.774381532,3.210720696,3.237659357,3.693588691,3.309935818,2.983561479,3.219484703,2.980815523,2.965195434,3.527396988,3.039793107,2.999421945,3.080896293,2.634354512,2.905493061,2.879926826,2.280506512,3.321923015,2.761579207,2.255674666,2.855828761,2.252684692,2.588569386,3.053138571,3.027979352
700787,Emily Murphy,2.5450043793214285,Hispanic,87,43.44434712619047,176165,33.666577124480575,-111.6117350954042,2.66355659,2.501607803,2.462900367,2.530765777,2.935632555,2.232687812,2.728317869,3.414275008,3.093389189,2.099816136,2.390690016,2.449214892,2.879593265,2.629735172,3.480465504,3.388428928,2.708071601,2.57501563,2.13926902,2.015946652,2.39748618,2.019190821,2.859542253,3.575673778,1.699431431,1.800445893,1.366855256,2.222117223
700788,Michelle Valdez,3.3700222189285713,South Asian,50,25.110617357142857,47263,34.277309472479864,-111.3486726857019,4.097759877,4.220668227,4.345309132,4.402364206,3.580247507,4.204074091,3.839024386,3.944880849,3.029216352,3.163608185,3.546837635,2.815438941,3.372329127,2.981108419,3.764268889,3.217230509,2.778748305,3.454720743,2.705405984,2.888323691,2.731949747,2.988540778,3.520499752,3.453675155,3.438280314,2.967915649,2.572952175,2.335243505
700789,Jill Castaneda,2.161656549714286,Hispanic,25,51.96318778412698,156597,35.8597698654907,-110.75577187026823,2.610996458,2.269882385,1.951272894,2.190258082,2.42266274,1.73241914,1.522585556,1.555011396,1.461388235,2.206190366,2.348182802,1.708838281,2.448107386,1.5948511,2.62680273,2.228196945,2.893353212,2.689086237,2.220338386,2.264984784,2.454252091,2.033695432,2.001896295,2.043262326,2.853583593,2.789352245,1.758448025,1.64648427
700790,Lorraine Moore,3.976826543607143,Hispanic,68,11.626076808730161,394181,36.07130377419784,-112.48674272467983,3.58776244,4.441317393,4.480192243,3.949671769,4.683522377,4.594254784,3.830651394,4.05021044,3.523959132,4.049095097,4.078892903,3.806127314,4.070782972,4.120539523,4.308683268,4.165532856,3.898306045,4.175379463,3.809485125,3.543404706,3.039224348,3.565964132,3.914909491,3.61004731,4.452545443,4.237545106,3.56120399,3.801932157
700791,Martha Morris,1.9457299263928574,South Asian,39,56.76155719126984,193897,35.10635568938849,-111.3134601240998,1.757028823,1.922342391,2.066149538,1.949840043,2.810471124,2.26205343,2.43721404,2.982118483,2.217219991,2.004242933,2.812454352,2.904441987,2.211944946,1.780114097,2.284754638,1.505063664,2.060215571,1.416471547,1.717335086,1.315708513,2.403048855,1.418907518,1.696457602,1.399872221,0.984745208,1.173052619,1.640533306,1.346635413
700792,Thomas Trevino,4.505175734392856,Black,98,-0.11501631984125993,81562,34.53623341084518,-111.94942640012033,4.397813568,4.462853049,4.515051474,4.004128645,4.066176065,4.672315676,4.738634523,4.197838259,4.229599723,4.256461359,4.131330317,4.595637611,4.684761849,4.702515551,5.095153335,4.654818012,5.017771572,5.08322942,4.313095555,4.414071816,4.216986974,4.50184977,4.877128449,4.932148595,4.05191386,4.458591517,4.631796692,4.241247327
700793,Kimberly Clark,2.0538025081428573,Black,32,54.35994426349206,292109,34.9377016625069,-111.76045475567533,2.647501299,2.465227934,2.843307316,2.271702691,2.698243958,1.902576887,1.988700248,2.394665539,2.584675573,2.164804832,2.779753352,2.297234102,2.46192196,1.680067083,2.007452177,1.594417206,1.765008444,0.718517893,0.884430356,1.407275912,2.647206878,1.326021301,1.426574087,2.541662018,2.195764279,1.882126544,2.158091424,1.771538935
700794,Leslie Marquez,3.6167732343214283,South Asian,60,19.627261459523808,365311,36.009986288784596,-109.97453407729543,4.170292275,3.814043392,4.52545425,4.267077495,3.978682538,3.892193483,4.063808549,3.632589511,3.635993221,2.936974633,3.262846636,3.759411859,3.901328873,3.764432123,4.352920642,4.241882542,3.944140606,4.098205769,3.755120354,3.229369694,3.857679947,3.516654552,2.714245719,3.341197137,2.601141583,3.197399676,1.86723845,2.947325052
700795,Christopher Richards DDS,2.7592098396071423,East Asian,38,38.68422578650795,247354,33.533556383667595,-112.07461112948621,2.952721793,2.814095222,2.995042942,2.709574098,2.430789646,2.747675363,2.767887876,3.104962229,3.46791741,3.271616234,3.317821951,3.127289082,2.244519264,2.261429471,2.852798667,1.966609335,1.917964319,2.317888471,2.694219317,2.537664934,2.478254663,2.687434624,3.35884562,3.283465253,3.32702179,3.180876984,1.866208119,2.575280832
700796,Jared Wright,3.228519448571429,Black,9,28.255123365079356,255102,34.83408107929846,-109.88020812767876,3.522810785,3.981498222,3.609746738,3.800238826,3.42744489,2.651914638,3.465818121,3.661734576,3.178662595,3.529167616,3.783277283,4.41184362,3.278318266,3.55155387,3.43741343,3.228929707,2.918768328,2.543026138,3.138830932,2.861711513,2.94792299,2.231401055,3.109117682,3.070031829,3.142391338,2.473607992,2.704971887,2.736389693
700797,Matthew Lee,3.673213005035714,East Asian,27,18.373044332539692,128406,34.49837779563009,-112.23050174447071,4.03594834,4.162151749,3.396679367,4.041762338,4.823585369,4.303196113,3.399567481,3.274080274,4.021100502,4.087269682,3.37370484,3.5421935,3.492779861,3.71702096,3.865502336,4.146042616,3.484711687,2.949162433,3.588294465,3.780097458,4.758308261,4.145113975,3.505029824,3.877244448,3.136751726,2.953671367,2.707293145,2.281700024
700798,Robert Benitez,2.7221930015357145,White,52,39.506822188095235,486604,34.91348684909711,-111.91959955040772,2.776337958,2.685955553,2.853200117,2.546719433,2.988278097,3.220169428,3.63908427,3.612286293,2.284158678,2.611378581,3.190881717,3.170502443,2.653515457,2.254785299,2.892884196,2.879689479,2.511547764,2.434050318,3.24251649,2.766966506,2.283335,2.497710997,2.25590815,2.795130216,2.225379047,1.813555847,2.734226498,2.401250211
700799,Kristy Baker,3.1690647388928572,East Asian,5,29.576339135714278,443372,33.70532651724661,-109.86051826886454,3.519569128,3.560587311,3.73124037,4.301027001,3.376541279,3.365409507,3.832595903,3.284976672,3.200294982,3.750142849,3.27477333,3.676305035,3.514977444,3.64323333,3.392825216,3.23829898,2.870721522,2.857114431,3.044377125,3.015443393,2.384969828,1.958339527,2.479802143,1.926774622,2.479353113,3.193216946,3.129886233,2.731015469
700800,Maria Collins,2.474151929464285,East Asian,29,45.01884601190478,51714,35.5106588249722,-110.20482427910274,3.024021285,2.768099787,2.621431054,2.624536862,2.242563545,2.655281504,2.392144321,2.357792863,2.941720882,2.896800939,3.264656767,2.927860924,3.016621404,2.378520863,2.50917497,2.066257809,2.490026383,1.329995712,2.153660585,2.965454645,2.749177413,2.7957341,2.194957716,2.720960389,2.03462154,1.360318651,1.711684541,2.082176571
700801,Christopher Farmer,3.5868110644285722,East Asian,43,20.293087457142846,87239,35.34575143141814,-111.68025271751412,4.174511381,3.937684429,3.858215679,3.883861106,3.891768505,4.589848966,3.928678437,3.789376025,3.850733189,3.207762002,3.697139675,3.371254588,4.161484729,3.603908919,4.083642266,3.879920695,2.923604838,3.296528764,3.462038858,3.224955505,2.851849521,2.926337802,3.814568183,4.175696297,3.955724093,3.067629161,2.694681515,2.127304676
700802,Charles Conway,3.6138479174285707,South Asian,59,19.69226850158732,156002,36.04789979754753,-112.34418437337453,3.736889249,3.834975638,4.227418956,3.964819306,4.145777075,3.679341782,3.73131202,3.314183804,4.188927369,3.734796246,4.061670703,3.929792746,3.598556464,3.829668795,4.329412918,4.023656405,3.261169686,3.228827348,3.318682486,3.756356246,2.804135293,2.854363889,3.239412976,3.161461264,3.497136528,3.435517394,2.568145229,3.731333873
700803,Kevin Martinez,3.811403725607143,White,47,15.30213943095238,469896,35.29516753034246,-110.57715569016254,3.687841306,3.732284744,3.927441622,3.863858824,3.795549206,4.412184193,4.159824542,3.719535232,3.994912655,3.975454379,4.296253927,4.15015734,4.063567208,4.182759702,3.867303985,3.648965484,3.302822933,3.786869719,3.341575855,2.934864288,3.550484397,3.359323159,3.551193983,4.299264355,3.585475476,3.334139604,4.08664545,4.108750749
700804,James Martin,3.2405856648928575,White,43,27.98698522460316,296341,34.096728422922766,-111.86213194818357,3.570490914,3.481654522,3.444702228,3.372249462,2.060835684,2.064801661,2.062199882,2.59945993,3.936735851,3.762279947,3.523201591,3.362148139,2.94884521,3.098565594,3.718795387,3.170268876,3.338140329,3.518399042,3.415006073,2.96326369,2.716153434,3.321324257,3.633049415,2.826927348,3.575401895,4.253431185,3.626025228,3.372041843
700805,Steven Gardner,2.916420377857143,South Asian,52,35.190658269841265,496479,35.12392694310358,-111.54335205689947,3.420954912,3.912482496,3.390738877,3.776275774,3.048409584,3.158658424,3.279808827,3.375155659,3.118550456,3.077226889,3.206840918,2.920602061,3.126283487,2.198233582,2.789637573,2.887274531,2.878851347,2.489092033,3.117045992,3.913312372,3.114051827,2.446701937,2.068541289,1.929952986,2.696850675,2.52416171,1.911805331,1.882269031
700806,Damon Horn,2.7021813565357142,White,85,39.95152541031746,441725,34.039126689929645,-112.44690079817336,2.208585763,2.665453339,2.012031492,3.055237561,1.134909073,1.71591379,2.338997321,2.34507018,2.234197781,2.265581301,2.972382405,3.375377865,2.818707676,3.053388739,2.924596206,2.821499499,2.69014039,3.453006021,2.759902352,3.209765067,3.528529851,3.071179631,3.542482638,3.451635784,2.861241815,2.470594496,2.515656272,2.165013675
700807,Mathew Cisneros,3.6569229982857143,Black,27,18.735044482539692,88702,34.22349052396311,-112.07282188289821,3.718125464,4.150590672,3.74910502,4.10616556,4.401097415,3.842514854,3.614407723,3.927202529,4.4445939,4.070948441,3.621847284,3.691197412,2.851345299,2.965326746,3.478189284,3.483115432,3.733112985,3.720433813,3.223300031,2.756826465,3.427437445,3.951113551,3.902519172,3.123872118,3.680354198,3.892010209,3.369998541,3.497092389
700808,Amy Richards,2.1365139356785714,East Asian,4,52.52191254047619,30116,34.10445891290731,-109.35097494532792,1.99464303,2.040071403,2.50447789,2.152448159,1.986624944,1.859057332,2.926401921,2.545571275,2.230663106,1.992451475,1.954304927,2.225440143,2.315368767,2.00630422,1.962586649,1.610051051,1.976391407,2.333193546,2.772269088,2.304931144,2.004289292,1.785112295,1.382569343,2.244010814,2.344636264,2.05871387,2.062483207,2.247323637
700809,Christine Valdez,2.3622376970000003,Hispanic,46,47.50582895555555,159411,33.86317804064906,-110.88444265520832,3.228631935,2.585716822,3.19856442,2.541669508,2.638163039,2.249833002,2.74036974,2.349487106,2.531523224,1.589518414,2.304020279,2.564278369,3.087276405,2.64338357,2.381805553,2.285322905,2.499337298,1.949535072,1.908997865,1.619699157,2.103635482,2.265208696,2.188396562,2.902504855,3.199004214,2.404398909,1.128770815,1.0536023
700810,Alexander Armstrong,3.711001107964286,South Asian,71,17.533308711904766,36740,34.33713231268817,-109.63738956784222,4.145507541,3.517501395,3.402668395,3.614755559,4.054269391,4.15853741,4.187099124,3.853568408,4.267710891,3.67727048,3.119455579,3.40022601,3.613915161,3.611097451,3.999863615,4.169433737,3.548697414,3.739233354,3.257058436,3.991487415,3.90539128,3.982066347,3.175307903,3.382910515,4.184143203,3.422816738,3.124921598,3.401116673
700811,Sarah Li,3.690579885214285,East Asian,52,17.987113661904772,338526,36.07729974396962,-111.60620659189333,2.881734773,3.331165969,3.563151486,3.857084475,3.610738216,3.730094577,3.614440651,3.600327636,3.492795413,2.887709817,4.276284147,3.535700095,4.112585005,4.065910757,4.525646174,4.169403493,3.442074077,3.505753446,3.561059559,3.287314569,3.546428158,3.487049159,3.934194611,4.587613292,3.379430807,3.851915957,3.882264781,3.616365686
700812,Christopher Adams,3.7242794249999998,Black,66,17.238235000000003,104187,34.27650421002804,-111.72642264038144,3.424729494,3.746205781,3.855117584,3.47569845,3.538758062,3.504763948,3.343001676,3.355814484,4.997035594,4.496740111,4.087753767,4.328862332,4.500533338,3.435445607,3.861608476,3.984718019,3.88047543,3.494807057,3.229882675,3.130096722,3.881134373,3.588638773,3.365389041,3.367430744,3.415054597,3.799423828,3.132888868,4.057815069
700813,Melissa Rose,3.767777259535714,Hispanic,23,16.27161645476191,213596,34.50481471859448,-111.66337972034673,3.47593161,4.07315741,4.062157685,4.000783293,4.539259828,4.106659287,4.061923616,4.457364176,4.039739966,3.885940181,4.357037648,4.280763648,4.568020454,4.901086951,3.845847779,3.55495695,3.966451405,3.86752004,3.133530372,2.90072016,3.021143683,3.66551863,3.341975816,2.81457956,3.193645598,3.791046974,2.650764129,2.940236418
700814,Troy Solomon,3.101368356928571,East Asian,1,31.080703179365088,57618,34.44620985488438,-109.97369846483879,3.198257835,3.091986021,2.71039143,2.705231971,2.905534865,3.092366924,2.730929114,2.85702622,3.501865199,2.837873957,3.446768002,3.217458749,4.213623513,3.090659062,3.698188144,3.082888778,3.181374981,2.741939359,2.459992453,2.654113723,3.218853063,2.971968267,3.108845951,2.313666558,3.342000814,4.16653681,3.623677377,2.674294854
700815,Alyssa Johnson,1.7420458353214285,Black,79,61.28787032619047,273163,34.7330424295325,-110.38207833115042,1.979124713,2.028648676,1.811377537,1.547701999,2.234498481,2.943115735,2.364022822,2.056139369,2.192177912,2.025994615,2.018471999,1.942788258,2.028581091,1.419695098,1.956238203,0.900825015,1.84861499,1.351988936,1.815413522,2.073407772,2.582688637,1.801746845,2.076150885,1.582836315,0.770404976,-0.231494629,1.0469636,0.609160017
700816,David Montgomery,2.962769266,South Asian,36,34.16068297777778,284040,36.4518632389052,-110.26556812454533,3.025119352,3.292654201,2.623028498,3.300033584,3.002693988,3.626802071,3.122956641,3.16412945,2.720186976,2.489148407,3.061815222,2.744184565,3.0682405,3.4013352,3.613758011,3.420892236,2.52025521,3.05298907,3.139978698,3.240731671,2.792512295,2.863112038,2.46161007,2.422197615,3.163878562,3.204006174,2.870737885,1.548551258
700817,Douglas Gonzales,3.09439128475,South Asian,23,31.235749227777774,366972,34.416927114633936,-112.40618452979895,3.047378627,2.655038451,2.533238135,3.130526097,2.594888688,2.454093503,2.606899816,2.662296338,3.227256888,2.68346796,3.364711766,3.060508652,3.382202185,3.350869748,3.547883307,3.5139689,3.640354464,3.774988167,2.867233659,2.551677786,2.762985093,2.981025743,3.41043621,2.575643561,3.690153904,3.629641622,3.600939127,3.342647576
700818,Shirley Mcgee MD,1.5059798255357142,South Asian,6,66.53378165476191,455454,36.07031515371542,-111.56005597872876,1.444409914,2.172662229,1.721236547,1.497096288,1.726507736,1.188550749,1.395306554,1.16020415,1.185989907,1.440443444,1.631152748,1.508555352,1.557283379,0.953928247,2.096166456,1.397528139,1.837899938,1.283923862,0.925661029,1.616989949,0.640019748,0.92090398,1.589909844,1.492521178,2.523136058,1.51853045,1.27629296,2.46462428
700819,Bradley Ortiz,2.3451235256071428,East Asian,15,47.886143875396826,355645,35.85214598996813,-112.2683895080759,2.857792009,2.32028109,2.387076016,2.687104239,2.872838201,2.518502114,2.992701964,3.101370902,2.502082187,2.147397151,3.051545218,2.69145957,1.965283102,1.978252202,2.420507781,2.02928052,3.062831989,2.657725144,1.976830066,2.246115147,2.28457825,2.027481952,1.203932899,1.828034211,1.70570415,1.466769446,2.277415025,2.402566172
